QW0VVBM5-4M-00001-00000188-00000793 はいどうも、太郎アヨです。ということでね、今、モモクロのライブに行ってきて、今ライブが終わってます。
QW0VVBM5-4M-00051-00018871-00019202 いろんな演奏タイムとか入ったりすると
QW0VVBM5-4M-00052-00019203-00019787 みんな椅子に座ってライブ中とかみんな立ってこういう感じなんですけど演奏タイムとか
QW0VVBM5-4M-00053-00019788-00020415 始まると一旦みんなで席に座って水飲んだり飲み物飲んだりするんですけど
QW0VVBM5-4M-00055-00020567-00020754 その
QW0VVBM5-4M-00056-00020755-00021251 めっちゃ興奮しててアーリンこれやってくれたとか興奮してて
QW0VVBM5-4M-00057-00021252-00021790 やばいやばいやばいって友達と言いながら座って水飲もうと思ったんですよ
QW0VVBM5-4M-00058-00021791-00022426 飲み終わってやばかったよねって見たら俺が飲んでた水色はせよって
QW0VVBM5-4M-00059-00022427-00022832 全く関係ないですよ
QW0VVBM5-4M-00061-00022923-00023515 隣のおっちゃんもなんか水を探してる感じなんやあれ?俺の水みたいな
QW0VVBM5-4M-00063-00023719-00023990 キッチック締めて、ドゥッと
QW0VVBM5-4M-00066-00024328-00024621 やっちまったなって思ってたら
QW0VVBM5-4M-00067-00024622-00024865 いや俺隣のお茶の水飲んじゃったっつったら
QW0VVBM5-4M-00068-00024866-00025379 それ私のウィンクってよ
QW0VVBM5-4M-00069-00025380-00025791 なんとか免れたってことですよね
QW0VVBM5-4M-00070-00025792-00026358 私は今までで一番良かったですね個人的に
QW0VVBM5-4M-00071-00026360-00026698 まだね、全然そんなに詳しくない新機器
QW0VVBM5-4M-00076-00027239-00027518 でいけたらなって思います
QW0VVBM5-4M-00078-00027732-00028091 思い出500だったら頼もうだしてね
QW0VVBM5-4M-00079-00028092-00028443 じゃあ僕の動画を見せたらお願いします
QW0VVBM5-4M-00081-00028622-00029277 すまん
Qn_cC-Ccbpo-00000-00000120-00000749 はい、ということでね、この前の3月まで挑戦実習でフレーム載ってたんですけど、
Qn_cC-Ccbpo-00002-00000849-00001462 そのねあの中でお休み時間がねあるときもありまして他の方のね
Qn_cC-Ccbpo-00003-00001463-00001843 cd ということであの ドンキの
Qn_cC-Ccbpo-00004-00001844-00002298 脱毛シートみたいなやつ持ってきてる方がおりましたね
Qn_cC-Ccbpo-00005-00002299-00002895 こちらでは皆さんスネ毛抜いていらっしゃったんで私もねちょっと抜いて
Qn_cC-Ccbpo-00006-00002896-00003144 いただいた時の映像をね
Qn_cC-Ccbpo-00007-00003145-00004015 今回ご紹介というかいつ行こうかなと思っております
Qn_cC-Ccbpo-00008-00004017-00004697 そこには他にして撮ってもらって私のすね毛を抜くシーンをですね
Qn_cC-Ccbpo-00009-00004698-00005216 撮ったんですけれどもじゃあ斜めに本来毛並みに沿ってね貼れたんやけど
Qn_cC-Ccbpo-00010-00005217-00005431 何かなっちゃってるんですけどね
Qn_cC-Ccbpo-00012-00005756-00006406 ドンキのシートを引きはかすことで一等時にすね切れを引き取ると痛いか
Qn_cC-Ccbpo-00013-00006406-00006595 って思ったんですけど
Qn_cC-Ccbpo-00014-00006597-00006920 動画見てたらわかると思うんですけど
Qn_cC-Ccbpo-00016-00007044-00007456 あ、ひー、あれ、しーぬかいました。おいしょ、てんてんにやたくし。
Qn_cC-Ccbpo-00017-00007458-00007763 移動台にせず声も上げずとねもう
Qn_cC-Ccbpo-00018-00007764-00008164 陰気は気分みたいな反応してしまったんですけど
Qn_cC-Ccbpo-00019-00008165-00008498 すごい綺麗に抜けてて
Qn_cC-Ccbpo-00021-00008689-00009316 髪剃りとか手抜きのゆっくり全然ツルツルになっててすごくいいなと
Qn_cC-Ccbpo-00022-00009317-00009682 思うような商品でございました商品というか
Qn_cC-Ccbpo-00023-00009683-00010135 まあパーティーグッズかな船の中で
Qn_cC-Ccbpo-00026-00010395-00010720 特大失礼ですけどねこちらの私の
Qn_cC-Ccbpo-00027-00010721-00011187 剥がれていった悲しいスネギたちを
Qn_cC-Ccbpo-00029-00011450-00011988 ごちゃんですよそれにも気配できちゃっても4ヶ月
R0vWuujoLDE-00002-00001782-00002183 それが僕のトッポッキャップ
R0vWuujoLDE-00018-00015240-00017243 そのチャンスを待ってきて!どうぞ、バイジン。
R0vWuujoLDE-00022-00019784-00020458 それが終えたりぱりぷれ
R0vWuujoLDE-00023-00020459-00020944 エンディング
R0vWuujoLDE-00024-00020945-00021091 よし
R0vWuujoLDE-00033-00027374-00027601 俺は逃げた
R0vWuujoLDE-00034-00027602-00028168 絶対にずるい
R0vWuujoLDE-00035-00028169-00028914 見せてやるぞ
R0vWuujoLDE-00038-00030062-00030307 それで地割と感じ
R0vWuujoLDE-00048-00035819-00036245 俺の前に立つんじゃねえ
R0vWuujoLDE-00050-00036547-00037739 お疲れ様でした
R0vWuujoLDE-00052-00038156-00040012 ゴールを追い切る道のゴールはもう一つ
R0vWuujoLDE-00054-00040631-00042127 俺に取れない通報ない!フェイスエレニア
R0vWuujoLDE-00060-00047906-00048252 一緒にいるでればいい
R0vWuujoLDE-00064-00049291-00051637 リブンが乗ってきたよさあごめんさあどうだか覚悟はいいか
R0vWuujoLDE-00069-00053874-00055087 いった!おひたちにせいでおやすさあ
R0vWuujoLDE-00070-00055088-00055404 何言っちゃねーよ!やだな!
R0vWuujoLDE-00075-00057210-00059092 さあ俺の食物
RH-yNLcqApg-00002-00000977-00001258 はい
RH-yNLcqApg-00004-00001434-00001570 ますシーズンを得たポイント
RH-yNLcqApg-00005-00001571-00001889 商品4しなくてもいいんじゃない?
RH-yNLcqApg-00007-00002010-00002105 ちょっと待って
RH-yNLcqApg-00008-00002106-00002452 アーメン
RH-yNLcqApg-00009-00002453-00002737 そしてストロベリー
RH-yNLcqApg-00010-00002738-00002915 ブラウニーもか
RH-yNLcqApg-00011-00002916-00003084 カピチーノもありますね
RH-yNLcqApg-00012-00003085-00003431 なってきましたからね今回はもう かりそういう
RH-yNLcqApg-00014-00003678-00003988 チャンネル登録よろしくお願いします。
RH-yNLcqApg-00015-00003989-00004277 こちらももっちりボールアームグレイか
RH-yNLcqApg-00016-00004278-00004981 いただきたいと思うので、今度は食べ終わってからお出かけします。
RH-yNLcqApg-00017-00004982-00005254 ちょっと何だった?
RH-yNLcqApg-00018-00005255-00005369 いい
RH-yNLcqApg-00019-00005370-00005597 最後のキャラメルの波
RH-yNLcqApg-00027-00012311-00012670 お疲れ様でした。
RH-yNLcqApg-00028-00012671-00012935 もっちりボールは
RH-yNLcqApg-00030-00013013-00013241 から本当
RH-yNLcqApg-00032-00013319-00013415 はい
RH-yNLcqApg-00033-00013416-00013679 3つリクしたでもシュートいいも
RH-yNLcqApg-00034-00013680-00013835 パンケーキより合わない
RH-yNLcqApg-00036-00013956-00014351 白がけちっぺ でも美味しそうやったの
RH-yNLcqApg-00041-00015131-00015355 のショッターのザクだとしていて
RH-yNLcqApg-00043-00015530-00015766 かみ一人と噛むことを挙げて
RH-yNLcqApg-00045-00015923-00016127 チョコレートの苦みを壊してくれちゃった
RH-yNLcqApg-00046-00016128-00016307 少し
RH-yNLcqApg-00050-00016895-00017069 2次層になっていたんだよ
RH-yNLcqApg-00051-00017070-00017400 かなりボリュームが
RH-yNLcqApg-00052-00017401-00017753 もっちりとした弾力のあるものになっている
RH-yNLcqApg-00053-00017754-00018119 音もあり、紙ボタンが鳴ります
RH-yNLcqApg-00054-00018120-00018521 ベリーの甘酢パスタとモッツリル しててーてーだよバックにした
RH-yNLcqApg-00055-00018522-00018911 でも、ただのテニスとの違うカーブのタッチ
RH-yNLcqApg-00056-00018912-00019235 美味しそう
RH-yNLcqApg-00057-00019236-00019529 325か
RH-yNLcqApg-00058-00019530-00019727 そこで
RH-yNLcqApg-00059-00019728-00019943 に入っているのであるいは
RH-yNLcqApg-00060-00019944-00020200 されていましたのか
RH-yNLcqApg-00063-00020562-00020758 人の上に生暮らす苦みはそれぞれ
RH-yNLcqApg-00064-00020759-00021047 していたお互いを邪魔しなかったのに
RH-yNLcqApg-00067-00021240-00021400 お好きなのであればぜひ飲んでほしい
RH-yNLcqApg-00068-00021401-00021844 プレイペッチでほぼ接近で、 結構、ペイカープレイヤーの…
RH-yNLcqApg-00069-00021845-00022121 ご視聴ありがとうございました
RH-yNLcqApg-00070-00022122-00022493 そして雨突っ張ったら 音量も高いって
RH-yNLcqApg-00071-00022494-00022697 一番美味しかった
RH-yNLcqApg-00072-00022698-00023027 代表としてご提供させていただきます
RH-yNLcqApg-00073-00023028-00023249 ご清聴ありがとうございました
RH-yNLcqApg-00074-00023250-00023417 ご視聴ありがとうございました
RH-yNLcqApg-00075-00023418-00023644 動画も見ていただける動画をたくさんして
RH-yNLcqApg-00076-00023645-00023833 いただけると嬉しい
RRaUVA8Ifso-00000-00000476-00000697 おりょ
RRaUVA8Ifso-00006-00002785-00003089 今はね、出てもらってるんですけれども
RRaUVA8Ifso-00007-00003090-00003406 回転仕事のみ
RRaUVA8Ifso-00008-00003407-00003606 この後で
RRaUVA8Ifso-00009-00003607-00003995 ちょっともうちょっと残念ながら
RRaUVA8Ifso-00011-00004307-00004597 30回40回も混没のね
RRaUVA8Ifso-00014-00005232-00005306 ただいまですか?
RRaUVA8Ifso-00016-00005676-00005854 まだけども、我々全くの
RRaUVA8Ifso-00017-00005855-00006241 本当に寝坊するから本当に
RRaUVA8Ifso-00020-00006756-00006917 問題になるのが
RRaUVA8Ifso-00022-00007002-00007289 はい
RRaUVA8Ifso-00024-00007961-00008219 なんてことが言ってんだよ
RRaUVA8Ifso-00026-00009920-00010096 はいどうもありがとうございました
RRaUVA8Ifso-00027-00010097-00010519 5時間でスパッと巡りたい気もする
RRaUVA8Ifso-00032-00012997-00013285 まあ待ってないから
RRaUVA8Ifso-00033-00013286-00013708 7万円以内持って帰るから
RRaUVA8Ifso-00035-00014237-00014621 あ、くんねえ、6匹でゴトマンじゃん
RRaUVA8Ifso-00037-00014916-00015136 分かんないんだけど
RRaUVA8Ifso-00038-00015137-00015322 おにお転がったと思う
RRaUVA8Ifso-00039-00015323-00015677 今日あたりはね、スタンオーです
RRaUVA8Ifso-00041-00016019-00016835 おはよう
RRaUVA8Ifso-00044-00018368-00018630 パイプブロックは出なくなりました
RRaUVA8Ifso-00046-00018895-00019348 まだ20分ぐらいかかってないんだよ
RRaUVA8Ifso-00052-00024420-00025951 みなさんね、こういうところで辞めてはダメですからね、本当に。 カンフレたりされましたんで。で、そしたらね、パチってね、あのー、時さまが働いていて、どうかわからなかった。まあ、両方ともだけでね、パチパチって。
RRaUVA8Ifso-00054-00026076-00026311 体力が出るやつじゃないんだよ
RRaUVA8Ifso-00061-00029533-00030046 いやもうおまかちまったけどわ
RRaUVA8Ifso-00063-00031241-00031499 これはもう当たんないもん
RRaUVA8Ifso-00065-00031572-00031774 これからはバキの漫画を撮っていきたいと思います
RRaUVA8Ifso-00067-00031860-00033793 思います
RRaUVA8Ifso-00068-00033794-00034259 これあれ
RRaUVA8Ifso-00072-00038431-00038705 もうなんだかどうでもいいんで
RRaUVA8Ifso-00075-00039996-00040174 頭がいっぱいになったから
RRaUVA8Ifso-00096-00050509-00052246 なぁ 序章があって来た
RRaUVA8Ifso-00104-00054395-00055153 全体回転で1回でやっと
RRaUVA8Ifso-00112-00061536-00061996 ご視聴ありがとうございました
RRaUVA8Ifso-00115-00062634-00062794 6万負け
RRaUVA8Ifso-00117-00063241-00063730 とにかくした最近はね頑張って
RRaUVA8Ifso-00119-00063944-00064199 ここだと多分11000円ぐらいしか回してなかった
RRaUVA8Ifso-00120-00064200-00064603 しかもレダルもらったかな俺なんだよね
RRaUVA8Ifso-00121-00064604-00064919 この動画多分ね、5分くらいになってるから
RRaUVA8Ifso-00122-00064920-00065194 ゆるねえはのー
RRaUVA8Ifso-00123-00065195-00065447 ものがないんで60回に
RRaUVA8Ifso-00125-00065627-00065879 になるかなというふうに思います
RRaUVA8Ifso-00126-00065880-00066371 はい、おかえりだね。
RRaUVA8Ifso-00127-00066372-00066538 また
RRaUVA8Ifso-00128-00066539-00066832 今回本当はバトナイトの人に言わせたことが
RRaUVA8Ifso-00129-00066833-00067050 お持ちの方は
RRaUVA8Ifso-00130-00067051-00067337 と大変に世話を始めまして 興味がいない
RRaUVA8Ifso-00131-00067338-00067481 市長あの宣伝
RRaUVA8Ifso-00132-00067482-00067685 言っておくんですけど
RRaUVA8Ifso-00134-00067788-00068129 ので もし登り台がたいましたら
RRaUVA8Ifso-00136-00068466-00068747 こう残念になったら今日こっち捨てますから
RRaUVA8Ifso-00138-00069257-00069449 していただいて
RWX6zYggvNk-00000-00000421-00000693 一度言うておく
RWX6zYggvNk-00002-00000858-00001214 このが使命を忘れるでないぞ
RWX6zYggvNk-00005-00001510-00001691 可能性があるのなら
RWX6zYggvNk-00007-00001877-00002175 諦めないのが研究者だ
RWX6zYggvNk-00011-00002627-00002969 私たちでどんどん研究を進めないとも
SCbEf_t5LtU-00000-00000000-00000305 運転手たちに、あっ、違いますよって言われたんでしょ?
SCbEf_t5LtU-00002-00000538-00001576 寝たのが楽しかった寝たのが楽しかった
SCbEf_t5LtU-00005-00002588-00003055 こんにちはサムです サム&リッチャラドです
SCbEf_t5LtU-00006-00003056-00003703 はい、今日は何をお話ししましょうか。今日は2人の当時について話してみたいと思います。
SCbEf_t5LtU-00007-00003704-00004311 子供のまにちちゃん今までライブの
SCbEf_t5LtU-00008-00004312-00004586 ちょこっとこう話してきたんですけど
SCbEf_t5LtU-00009-00004587-00005015 一本の動画を作ろうと思ってます
SCbEf_t5LtU-00010-00005016-00005354 1分じゃ終わらないですもんよ
SCbEf_t5LtU-00011-00005355-00005774 まっすぐ始めましょう。どっちっていうより。
SCbEf_t5LtU-00012-00005775-00006352 今思い返せば面白いなみたいなそんな感じでもいいんだよね
SCbEf_t5LtU-00013-00006353-00006955 まず僕から僕の土地について話してもらいたいなと思います
SCbEf_t5LtU-00014-00006956-00007362 一番興味スペースでいい? はい
SCbEf_t5LtU-00015-00007363-00007894 僕が初めて台湾へ行った時の話ね
SCbEf_t5LtU-00016-00007895-00008298 二人でパン焼き屋さんに行ったのね
SCbEf_t5LtU-00017-00008299-00008960 で、2人でこんな感じで並んで見た目って言って
SCbEf_t5LtU-00019-00009308-00009560 椅子からこの行事って混んだの?
SCbEf_t5LtU-00020-00009561-00009723 転びました
SCbEf_t5LtU-00021-00009724-00010034 他人のフリしようと思ったぞ
SCbEf_t5LtU-00022-00010035-00010457 でもどうして転んだか皆さんに説明してください
SCbEf_t5LtU-00023-00010458-00012224 鉄板焼き屋だから油使うでしょ?その理由じゃなくて実はね、ゆっくりレストランの人がワックスで綺麗にピカピカにやったんですね。ワックスか。
SCbEf_t5LtU-00024-00012225-00012775 肉の脂が飛び散ってとかそんなのじゃない新しいレストランだったから新しかったね
SCbEf_t5LtU-00025-00012776-00013204 すごく滑りやすくて自分もね
SCbEf_t5LtU-00026-00013205-00013816 気をつけながら座ってたんですけどでも知らないうちにもう転んじゃって
SCbEf_t5LtU-00027-00013816-00014293 でもさ、いい鉄板焼き屋さんにしては、じゃあすっかり言っちゃったよね。
SCbEf_t5LtU-00028-00014294-00014743 プラスチックのねその辺にあるプラスチックの椅子を
SCbEf_t5LtU-00030-00014775-00015083 その他にもないやつね
SCbEf_t5LtU-00031-00015084-00015244 また
SCbEf_t5LtU-00033-00015399-00015627 戻って座ったんですけど
SCbEf_t5LtU-00035-00015819-00016185 話はこれで終わりと思うでしょう
SCbEf_t5LtU-00036-00016186-00016527 続きがあるのね
SCbEf_t5LtU-00037-00016528-00016887 こんなことやってすんねん一番二人になっちゃう
SCbEf_t5LtU-00039-00017002-00017397 自分たちの2人にまた親子がいたのね
SCbEf_t5LtU-00040-00017398-00017987 お父さんと子供一人だっている
SCbEf_t5LtU-00041-00017988-00018422 子供が入ると全く同じように振るんだのよ
SCbEf_t5LtU-00044-00018835-00019417 それ今日何だツボがわからないんだけどずっと笑っててさ
SCbEf_t5LtU-00045-00019418-00020020 こっちずっとヒヤヒヤヒヤヒヤしてたのを お父さんこっちチロチロ見るしさ
SCbEf_t5LtU-00046-00020021-00020300 同じことを連続で
SCbEf_t5LtU-00047-00020301-00020820 僕も歌う思ってもみなかったからすごいシンクロだったよねあれ
SCbEf_t5LtU-00048-00020821-00021283 まあほぼシンプルは本当に可能ですきれいにあんな中に転んだからね
SCbEf_t5LtU-00049-00021284-00021641 やっぱりやな、濡れっ歯
SCbEf_t5LtU-00051-00021925-00022450 でもあれがもうちょっといい椅子だったら転ばなかったかもよ
SCbEf_t5LtU-00054-00023223-00023964 はい、じゃあこれは僕の答えで、次は僕がサムの答えについて話してみたいと思います。
SCbEf_t5LtU-00055-00023965-00024585 何年前かね、2人で箱根に遊びに行ったんですけど、そしたらね、
SCbEf_t5LtU-00056-00024586-00025008 帰り道の電車の中にサボが
SCbEf_t5LtU-00057-00025009-00025425 バッグを置いたまま電車を降りたんですね
SCbEf_t5LtU-00058-00025426-00026033 焦った その時もう新宿に着いたの
SCbEf_t5LtU-00059-00026035-00027024 焦って次は何をしてたの覚えてる窓口じゃないけどなんか窓口って言えばいい
SCbEf_t5LtU-00060-00027025-00028175 パソコン見てそれから駅員に頼んで探してもらったんですねでもあの時ね色々聞かれるんだけど分かんないのよあの難合しても
SCbEf_t5LtU-00061-00028176-00028439 ありましたかとかさうんうんうん
SCbEf_t5LtU-00062-00028440-00028814 それ聞かれるからさ、よけぼっちもテンパっちゃって
SCbEf_t5LtU-00063-00028814-00029105 えーとみたいになって
SCbEf_t5LtU-00064-00029106-00029506 いやーね、ウーラよくあのー、駅の人が
SCbEf_t5LtU-00065-00029507-00029711 キティクリックダウンですね
SCbEf_t5LtU-00066-00029712-00030098 小田原駅まで行ったのか確か
SCbEf_t5LtU-00067-00030099-00030539 おたまえ…え?あ、これ妹駅じゃなかった?
SCbEf_t5LtU-00068-00030540-00031223 あ、小田原。そう、すごい日本安全な国ですから、全然思ってなくて。
SCbEf_t5LtU-00069-00031224-00031698 そのまま待っててみたのに本当だわねこれも日本だからだよね
SCbEf_t5LtU-00071-00032022-00032451 土地話について自分一個話してみましょう
SCbEf_t5LtU-00074-00032707-00033383 動画の尺が短いので、とても長いです。
SCbEf_t5LtU-00075-00033384-00033769 まず3から始めましょう
SCbEf_t5LtU-00076-00033770-00034373 中野県の霧ヶ峰に行ったのねずーっと動画を撮ってて
SCbEf_t5LtU-00077-00034374-00035120 サムは車に乗るときはコンタクトじゃなくてメガネなのね
SCbEf_t5LtU-00078-00035121-00035523 片手に眼鏡を
SCbEf_t5LtU-00079-00035524-00035961 見えないときにメガネかければいいやぐらい軽いですよね
SCbEf_t5LtU-00080-00035962-00036390 見晴らしのいいところに行った時にちょっと一周してみようかみたいな感じで
SCbEf_t5LtU-00081-00036391-00036639 ぐるーっとね
SCbEf_t5LtU-00082-00036640-00037139 一周して撮ってたんだけどその時に何故か
SCbEf_t5LtU-00083-00037140-00037387 メガネ落っことしちゃってさ
SCbEf_t5LtU-00084-00037388-00037686 山の中じゃ
SCbEf_t5LtU-00085-00037687-00037929 踏んだことないじゃん
SCbEf_t5LtU-00087-00038140-00038676 どうやって車を運転しようドライブインの中にあるお土産屋さんに行ってすいません
SCbEf_t5LtU-00089-00039005-00039229 急所地で
SCbEf_t5LtU-00091-00039547-00039972 自分たちバカだなと思うのは2人ともね
SCbEf_t5LtU-00092-00039973-00040125 すごく
SCbEf_t5LtU-00093-00040126-00040347 楽しい気分って
SCbEf_t5LtU-00094-00040348-00040766 一瞬回ろうとしたとこだん
SCbEf_t5LtU-00096-00040916-00041639 だから天国から地獄に伝えたんですって本当に天国から地獄だよね
SCbEf_t5LtU-00097-00041640-00041975 いや楽しい楽しいからなんか
SCbEf_t5LtU-00100-00042430-00042708 あの日ねあの雨降っててね
SCbEf_t5LtU-00102-00042815-00043295 駅の中で走ってたんですちょっと近く
SCbEf_t5LtU-00103-00043296-00043599 しちゃいそうだったから アサル
SCbEf_t5LtU-00104-00043600-00043971 床とかも滑りやすくて
SCbEf_t5LtU-00105-00043972-00044466 急いで携帯を降りたらそのまま殺しちゃったんですね
SCbEf_t5LtU-00106-00044467-00044982 で足が痛くてそのままあの
SCbEf_t5LtU-00109-00045327-00045634 たぶん20秒くらい
SCbEf_t5LtU-00110-00045635-00045973 ずっと横になったままでした
SCbEf_t5LtU-00111-00045974-00046263 嘘詰まったもんがだったの?うん
SCbEf_t5LtU-00115-00046811-00047126 やっと立つことできた
SCbEf_t5LtU-00116-00047127-00047349 立ってみたら
SCbEf_t5LtU-00118-00047451-00047755 周りに誰もいなかったんですね
SCbEf_t5LtU-00119-00047756-00048094 実はその時電車また走ってなかったんですよ
SCbEf_t5LtU-00120-00048095-00048543 でもみんなも電車の中に行ったんですよ。
SCbEf_t5LtU-00121-00048544-00049034 で、僕、僕一人だけ床に横に立てたから
SCbEf_t5LtU-00123-00049200-00049512 多分ねランドロシッシャンマギオは
SCbEf_t5LtU-00126-00050047-00050414 たぶんね、みんなね、電車の中で
SCbEf_t5LtU-00127-00050415-00050714 いう子になっていた僕を見てたと思う
SCbEf_t5LtU-00128-00050715-00051225 で、僕はその時、電車に入ろうと思ったんですけど、入れ…
SCbEf_t5LtU-00130-00051382-00051725 行ったら電子レンジであんこを言ってもう行っちゃったんだよ
SCbEf_t5LtU-00131-00051726-00052226 注目の的だった道はそう
SCbEf_t5LtU-00132-00052227-00052534 この土地ね一生忘れていないです
SCbEf_t5LtU-00133-00052535-00053147 あの前の高速道路使ってドライブした時ね
SCbEf_t5LtU-00134-00053148-00053358 という
SCbEf_t5LtU-00135-00053359-00053875 途中後、ガソリンがなくなっちゃったんでサービスエリア
SCbEf_t5LtU-00136-00053876-00054172 ニアラのガソリンスタンドに行って
SCbEf_t5LtU-00137-00054173-00054319 遊びに
SCbEf_t5LtU-00138-00054320-00054541 給油したのね
SCbEf_t5LtU-00139-00054541-00055116 ついでだからエンジンオイルもそこで交換しちゃおうということになって
SCbEf_t5LtU-00140-00055117-00055700 で、一旦自分たち二人車から降りて
SCbEf_t5LtU-00141-00055701-00056375 しばらく経ってから自分だけ呼ばれて車のところに行っていろいろ説明を受けて
SCbEf_t5LtU-00142-00056376-00056697 自分の運転席が
SCbEf_t5LtU-00143-00056698-00056867 載ってたのね
SCbEf_t5LtU-00144-00056869-00057407 一番最初のところとの共有する頃
SCbEf_t5LtU-00145-00057408-00057616 とまた違う
SCbEf_t5LtU-00146-00057617-00058286 場所に車止めてたんでもちろんね給油するスプーンのところにたまたまね
SCbEf_t5LtU-00147-00058287-00058456 自分と
SCbEf_t5LtU-00148-00058457-00058939 同じ色の車が止まってたとね
SCbEf_t5LtU-00149-00058940-00059299 自分はまた別のところにいるわけで
SCbEf_t5LtU-00150-00059300-00059742 リチャードが出てきてその急入りしてる車のドア開けたのよ
SCbEf_t5LtU-00152-00059919-00060304 全然知らない人ってさ
SCbEf_t5LtU-00153-00060305-00060788 全然同じ色の運転手として集めますよって言われたんでしょ
SCbEf_t5LtU-00154-00060789-00061066 言われた
SCbEf_t5LtU-00157-00062153-00062254 んでたのよ
SCbEf_t5LtU-00158-00062254-00062674 リサと何してんのよ本当は俺これルーム見るとこうで見てて
SCbEf_t5LtU-00161-00063132-00063271 実はね
SCbEf_t5LtU-00162-00063272-00063813 時々激しく拒否するそんなことないですよ
SCbEf_t5LtU-00165-00064141-00064534 で、サウンドまた同じくこう
SCbEf_t5LtU-00166-00064535-00065397 検体、決体スタンスでね。という言い方で、すごくなって、 全員が病気みたいにしてる。
SCbEf_t5LtU-00167-00065398-00065733 あ、うそやすんの?どこに入ったやつだよえ?
SCbEf_t5LtU-00169-00065940-00066236 これ最近言っとっちゃう。最近。
SCbEf_t5LtU-00170-00066237-00066641 あ、朝来たらね、足に血まみれができてました。そうそうそう。
SCbEf_t5LtU-00171-00066642-00067085 覚えてないのになんで撮りたいと思って朝起きた時
SCbEf_t5LtU-00172-00067086-00067840 で、スタンスで寝たまま来て、それから痛そうな顔を見てたんですけど、ここね、見てて。
SCbEf_t5LtU-00173-00067841-00068160 面白いなと思う
SCbEf_t5LtU-00176-00068658-00068954 いたその中を
SCbEf_t5LtU-00177-00068955-00069419 見ててねすごいいっぱかったなと思います
SCbEf_t5LtU-00178-00069420-00069917 まあこんな感じなんですけど
SCbEf_t5LtU-00179-00069918-00070114 どうでしょうか
SCbEf_t5LtU-00180-00070115-00070429 もし皆さんでもこうたちの
SCbEf_t5LtU-00181-00070430-00070822 ちょっとお年についてコメントありましたら、ぜひ。
SCbEf_t5LtU-00182-00070823-00071070 書いてください
SCbEf_t5LtU-00183-00071071-00071382 あと皆さんもしどっちの話があれば
SCbEf_t5LtU-00184-00071383-00071615 コメントで教えてくださいね。
